product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code
آش و سوپ,آش رشته 2.5 کیلوگرم,آش رشته,آش رشته با تزئین کشک، پیاز داغ و نعنا داغ   ,Restaurant,حلیم و آش,642467,380000,2.5 کیلوگرم,5r9lml
آش و سوپ,آش دوغ 500 گرم,آش دوغ,با تزئین نعنا داغ,Restaurant,حلیم و آش,642468,95000,500 گرم,5r9lml
آش و سوپ,آش دوغ  یک کیلوگرم ,آش دوغ,با تزئین نعنا داغ,Restaurant,حلیم و آش,642469,190000, یک کیلوگرم ,5r9lml
آش و سوپ,آش دوغ 1.5 کیلوگرم,آش دوغ,با تزئین نعنا داغ,Restaurant,حلیم و آش,642470,270000,1.5 کیلوگرم,5r9lml
آش و سوپ,آش دوغ دو کیلوگرم,آش دوغ,با تزئین نعنا داغ,Restaurant,حلیم و آش,642471,350000,دو کیلوگرم,5r9lml
آش و سوپ,آش دوغ 2.5 کیلوگرم,آش دوغ,با تزئین نعنا داغ,Restaurant,حلیم و آش,642472,380000,2.5 کیلوگرم,5r9lml
آش,آش دوغ ۵۰۰ گرم,آش دوغ,با گوشت قلقلی,Cafe,حلیم و آش,703219,140000,۵۰۰ گرم,2mm74w
آش,آش دوغ یک کیلوگرم,آش دوغ,با گوشت قلقلی,Cafe,حلیم و آش,703220,275000,یک کیلوگرم,2mm74w
صبحانه,پک افطار,پک افطار,شامل: ۲۵۰ گرم آش، زولبیا، بامیه، حلوا، دو عدد خرما دو عدد گردو، کره و پنیر و عسل و مربا یک نفره، نبات، تی بگ، نصف نان بربری یا سنگک یا یک نان تافتون,Cafe,حلیم و آش,881442,259000,پک افطار,2mm74w
صبحانه,پک افطار با آش دوغ,پک افطار,شامل: ۲۵۰ گرم آش، زولبیا، بامیه، حلوا، دو عدد خرما دو عدد گردو، کره و پنیر و عسل و مربا یک نفره، نبات، تی بگ، نصف نان بربری یا سنگک یا یک نان تافتون,Cafe,حلیم و آش,912439,259000,با آش دوغ,2mm74w
آش,آش رشته یک کیلوگرم,آش رشته,,Cafe,حلیم و آش,658607,270000,یک کیلوگرم,2mm74w
آش,آش رشته ۵۰۰ گرم,آش رشته,,Cafe,حلیم و آش,660181,135000,۵۰۰ گرم,2mm74w
آش و سوپ,آش رشته تک نفره,آش رشته,,Restaurant,حلیم و آش,841064,100000,تک نفره,2kl8yz
آش و سوپ,آش رشته یک کیلوگرم,آش رشته,,Restaurant,حلیم و آش,841066,200000,یک کیلوگرم,2kl8yz
آش و سوپ,آش دوغ تک نفره,آش دوغ,,Restaurant,حلیم و آش,841075,40000,تک نفره,2kl8yz
آش و سوپ,آش دوغ یک کیلوگرم,آش دوغ,,Restaurant,حلیم و آش,841077,100000,یک کیلوگرم,2kl8yz
پیش غذا,سیب زمینی سرآشپز,سیب زمینی سرآشپز,,Cafe,حلیم و آش,692072,267000,سیب زمینی سرآشپز,59no7l
آش و حلیم ,حلیم  یک پرس,حلیم ,حلیم با گوشت ریش ریش شده گوساله، تزیین شده با دارچین، شکر، بدون نان و شکر، ارائه در ظرف بهداشتی گیاهی,Restaurant,حلیم و آش,650623,130000,یک پرس,233n64
آش و حلیم ,حلیم  یک کیلوگرم ,حلیم ,حلیم با گوشت ریش ریش شده گوساله، تزیین شده با دارچین، شکر، بدون نان و شکر، ارائه در ظرف بهداشتی گیاهی,Restaurant,حلیم و آش,650624,260000,یک کیلوگرم ,233n64
آش و حلیم ,حلیم  1.5 کیلوگرم,حلیم ,حلیم با گوشت ریش ریش شده گوساله، تزیین شده با دارچین، شکر، بدون نان و شکر، ارائه در ظرف بهداشتی گیاهی,Restaurant,حلیم و آش,676462,390000,1.5 کیلوگرم,233n64
آش و حلیم ,حلیم  دو کیلوگرم ,حلیم ,حلیم با گوشت ریش ریش شده گوساله، تزیین شده با دارچین، شکر، بدون نان و شکر، ارائه در ظرف بهداشتی گیاهی,Restaurant,حلیم و آش,676463,520000,دو کیلوگرم ,233n64
آش و حلیم ,آش شله قلمکار یک پرس,آش شله قلمکار,گوشت گوساله ریش ریش شده، سبزیجات معطر، نخود، لوبیا، عدس، ماش، گندم، برنج، تزیین با کشک، پیاز داغ، بدون نان، ارائه در بسته بندی بهداشتی,Restaurant,حلیم و آش,650625,130000,یک پرس,233n64
آش و حلیم ,آش شله قلمکار یک کیلوگرم ,آش شله قلمکار,گوشت گوساله ریش ریش شده، سبزیجات معطر، نخود، لوبیا، عدس، ماش، گندم، برنج، تزیین با کشک، پیاز داغ، بدون نان، ارائه در بسته بندی بهداشتی,Restaurant,حلیم و آش,650626,260000,یک کیلوگرم ,233n64
آش و حلیم ,آش شله قلمکار 1.5 کیلوگرم,آش شله قلمکار,گوشت گوساله ریش ریش شده، سبزیجات معطر، نخود، لوبیا، عدس، ماش، گندم، برنج، تزیین با کشک، پیاز داغ، بدون نان، ارائه در بسته بندی بهداشتی,Restaurant,حلیم و آش,676468,390000,1.5 کیلوگرم,233n64
آش و حلیم ,آش شله قلمکار دو کیلوگرم ,آش شله قلمکار,گوشت گوساله ریش ریش شده، سبزیجات معطر، نخود، لوبیا، عدس، ماش، گندم، برنج، تزیین با کشک، پیاز داغ، بدون نان، ارائه در بسته بندی بهداشتی,Restaurant,حلیم و آش,676469,520000,دو کیلوگرم ,233n64
آش و حلیم ,آش رشته  یک پرس,آش رشته ,آش دوغ با سبزی آش، دوغ، برنج و حبوبات، تزیین شده با پیاز داغ، بدون نان، ارائه در ظرف بهداشتی یکبار مصرف,Restaurant,حلیم و آش,650627,120000,یک پرس,233n64
آش و حلیم ,آش رشته  یک کیلوگرم ,آش رشته ,آش دوغ با سبزی آش، دوغ، برنج و حبوبات، تزیین شده با پیاز داغ، بدون نان، ارائه در ظرف بهداشتی یکبار مصرف,Restaurant,حلیم و آش,650628,240000,یک کیلوگرم ,233n64
آش و حلیم ,آش رشته  1.5 کیلوگرم,آش رشته ,آش دوغ با سبزی آش، دوغ، برنج و حبوبات، تزیین شده با پیاز داغ، بدون نان، ارائه در ظرف بهداشتی یکبار مصرف,Restaurant,حلیم و آش,1101209,360000,1.5 کیلوگرم,233n64
آش و حلیم ,آش رشته  دو کیلوگرم ,آش رشته ,آش دوغ با سبزی آش، دوغ، برنج و حبوبات، تزیین شده با پیاز داغ، بدون نان، ارائه در ظرف بهداشتی یکبار مصرف,Restaurant,حلیم و آش,1101210,480000,دو کیلوگرم ,233n64
آش و حلیم ,آش دوغ یک پرس,آش دوغ,آش رشته با سبزی آش، نخود، لوبیا، عدس، تزیین با پیاز داغ، سیب زمینی سرخ شده، بدون نان، ارائه در بسته بندی بهداشتی,Restaurant,حلیم و آش,650629,120000,یک پرس,233n64
آش و حلیم ,آش دوغ یک کیلوگرم ,آش دوغ,آش رشته با سبزی آش، نخود، لوبیا، عدس، تزیین با پیاز داغ، سیب زمینی سرخ شده، بدون نان، ارائه در بسته بندی بهداشتی,Restaurant,حلیم و آش,650630,240000,یک کیلوگرم ,233n64
آش و حلیم ,آش دوغ 1.5 کیلوگرم,آش دوغ,آش رشته با سبزی آش، نخود، لوبیا، عدس، تزیین با پیاز داغ، سیب زمینی سرخ شده، بدون نان، ارائه در بسته بندی بهداشتی,Restaurant,حلیم و آش,1108965,360000,1.5 کیلوگرم,233n64
آش و حلیم ,آش دوغ دو کیلوگرم ,آش دوغ,آش رشته با سبزی آش، نخود، لوبیا، عدس، تزیین با پیاز داغ، سیب زمینی سرخ شده، بدون نان، ارائه در بسته بندی بهداشتی,Restaurant,حلیم و آش,1108966,480000,دو کیلوگرم ,233n64
صبحانه,آش رشته یک کیلوگرم,آش رشته,,Restaurant,حلیم و آش,768382,170000,یک کیلوگرم,5g9pyn
صبحانه,آش رشته 500 گرم,آش رشته,,Restaurant,حلیم و آش,768383,85000,500 گرم,5g9pyn
صبحانه,حلیم گندم و بوقلمون یک کیلوگرم,حلیم گندم و بوقلمون,یک کیلوگرم، حلیم گندم با گوشت بوقلمون,Restaurant,حلیم و آش,775844,220000,یک کیلوگرم,5g9pyn
خوراک,عدسی ویژه حلیمانه 450 گرم پرسی,عدسی ویژه حلیمانه,عدس، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679818,95000,450 گرم پرسی,5mm791
خوراک,عدسی ویژه حلیمانه 450 گرم در نان کاسه ای,عدسی ویژه حلیمانه,عدس، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679819,130000,450 گرم در نان کاسه ای,5mm791
خوراک,عدسی ویژه حلیمانه یک کیلوگرم,عدسی ویژه حلیمانه,عدس، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679820,210000,یک کیلوگرم,5mm791
خوراک,عدسی ویژه حلیمانه دو کیلوگرم,عدسی ویژه حلیمانه,عدس، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679821,420000,دو کیلوگرم,5mm791
خوراک,عدسی ویژه حلیمانه سه کیلوگرم,عدسی ویژه حلیمانه,عدس، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679822,630000,سه کیلوگرم,5mm791
خوراک,عدسی ویژه حلیمانه پنج کیلوگرم,عدسی ویژه حلیمانه,عدس، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679823,1050000,پنج کیلوگرم,5mm791
غذای ایرانی,خورشت قرمه سبزی 300 گرم,خورشت قرمه سبزی,گوشت گوساله، لوبیا، سبزی قرمه حلیمانه، پیاز، لیمو، ادویه,Restaurant,حلیم و آش,679913,132000,300 گرم,5mm791
غذای ایرانی,خورشت قرمه سبزی یک کیلوگرم,خورشت قرمه سبزی,گوشت گوساله، لوبیا، سبزی قرمه حلیمانه، پیاز، لیمو، ادویه,Restaurant,حلیم و آش,679915,440000,یک کیلوگرم,5mm791
غذای ایرانی,خورشت قرمه سبزی دو کیلوگرم,خورشت قرمه سبزی,گوشت گوساله، لوبیا، سبزی قرمه حلیمانه، پیاز، لیمو، ادویه,Restaurant,حلیم و آش,679916,880000,دو کیلوگرم,5mm791
غذای ایرانی,خورشت قرمه سبزی سه کیلوگرم,خورشت قرمه سبزی,گوشت گوساله، لوبیا، سبزی قرمه حلیمانه، پیاز، لیمو، ادویه,Restaurant,حلیم و آش,679918,1320000,سه کیلوگرم,5mm791
غذای ایرانی,خورشت قرمه سبزی پنج کیلوگرم,خورشت قرمه سبزی,گوشت گوساله، لوبیا، سبزی قرمه حلیمانه، پیاز، لیمو، ادویه,Restaurant,حلیم و آش,679919,2200000,پنج کیلوگرم,5mm791
غذای پرسی,سالاد الویه مرغ یک کیلوگرم,سالاد الویه مرغ,سیب زمینی شیرین، تخم مرغ، خیار شور، مرغ رست شده، نخود فرنگی، سس حلیمانه، با تزئین گوجه و خیار شور,Restaurant,حلیم و آش,679904,290000,یک کیلوگرم,5mm791
غذای پرسی,سالاد الویه مرغ 450 گرم در نان کاسه ای,سالاد الویه مرغ,سیب زمینی شیرین، تخم مرغ، خیار شور، مرغ رست شده، نخود فرنگی، سس حلیمانه، با تزئین گوجه و خیار شور,Restaurant,حلیم و آش,679906,180000,450 گرم در نان کاسه ای,5mm791
خوراک,لوبیایی ویژه حلیمانه با قارچ 450 گرم پرسی,لوبیایی ویژه حلیمانه با قارچ,لوبیا چیتی، سیب زمینی، قارچ، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679824,95000,450 گرم پرسی,5mm791
خوراک,لوبیایی ویژه حلیمانه با قارچ 450 گرم در نان کاسه ای,لوبیایی ویژه حلیمانه با قارچ,لوبیا چیتی، سیب زمینی، قارچ، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679825,130000,450 گرم در نان کاسه ای,5mm791
خوراک,لوبیایی ویژه حلیمانه با قارچ یک کیلوگرم,لوبیایی ویژه حلیمانه با قارچ,لوبیا چیتی، سیب زمینی، قارچ، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679826,210000,یک کیلوگرم,5mm791
خوراک,لوبیایی ویژه حلیمانه با قارچ دو کیلوگرم,لوبیایی ویژه حلیمانه با قارچ,لوبیا چیتی، سیب زمینی، قارچ، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679836,420000,دو کیلوگرم,5mm791
خوراک,لوبیایی ویژه حلیمانه با قارچ سه کیلوگرم,لوبیایی ویژه حلیمانه با قارچ,لوبیا چیتی، سیب زمینی، قارچ، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679837,630000,سه کیلوگرم,5mm791
خوراک,لوبیایی ویژه حلیمانه با قارچ پنج کیلوگرم,لوبیایی ویژه حلیمانه با قارچ,لوبیا چیتی، سیب زمینی، قارچ، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679838,1050000,پنج کیلوگرم,5mm791
خوراک,لوبیایی ویژه حلیمانه بدون قارچ 450 گرم پرسی,لوبیایی ویژه حلیمانه بدون قارچ,لوبیا چیتی، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679840,95000,450 گرم پرسی,5mm791
خوراک,لوبیایی ویژه حلیمانه بدون قارچ 450 گرم در نان کاسه ای,لوبیایی ویژه حلیمانه بدون قارچ,لوبیا چیتی، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679841,130000,450 گرم در نان کاسه ای,5mm791
خوراک,لوبیایی ویژه حلیمانه بدون قارچ یک کیلوگرم,لوبیایی ویژه حلیمانه بدون قارچ,لوبیا چیتی، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679844,210000,یک کیلوگرم,5mm791
خوراک,لوبیایی ویژه حلیمانه بدون قارچ دو کیلوگرم,لوبیایی ویژه حلیمانه بدون قارچ,لوبیا چیتی، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679846,420000,دو کیلوگرم,5mm791
خوراک,لوبیایی ویژه حلیمانه بدون قارچ سه کیلوگرم,لوبیایی ویژه حلیمانه بدون قارچ,لوبیا چیتی، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679847,630000,سه کیلوگرم,5mm791
خوراک,لوبیایی ویژه حلیمانه بدون قارچ پنج کیلوگرم,لوبیایی ویژه حلیمانه بدون قارچ,لوبیا چیتی، سیب زمینی، پیاز، ادویه و به همراه یک برش نان سنگک یا بربری,Restaurant,حلیم و آش,679849,1050000,پنج کیلوگرم,5mm791
حلیم,حلیم 450 گرم پرسی,حلیم,گندم، گوشت گوسفندی، پیاز، روغن حیوانی، ادویه,Restaurant,حلیم و آش,679850,130000,450 گرم پرسی,5mm791
حلیم,حلیم 450 گرم در نان کاسه ای,حلیم,گندم، گوشت گوسفندی، پیاز، روغن حیوانی، ادویه,Restaurant,حلیم و آش,679851,160000,450 گرم در نان کاسه ای,5mm791
حلیم,حلیم یک کیلوگرم,حلیم,گندم، گوشت گوسفندی، پیاز، روغن حیوانی، ادویه,Restaurant,حلیم و آش,679853,260000,یک کیلوگرم,5mm791
حلیم,حلیم دو کیلوگرم,حلیم,گندم، گوشت گوسفندی، پیاز، روغن حیوانی، ادویه,Restaurant,حلیم و آش,679855,520000,دو کیلوگرم,5mm791
حلیم,حلیم سه کیلوگرم,حلیم,گندم، گوشت گوسفندی، پیاز، روغن حیوانی، ادویه,Restaurant,حلیم و آش,679857,780000,سه کیلوگرم,5mm791
حلیم,حلیم پنج کیلوگرم,حلیم,گندم، گوشت گوسفندی، پیاز، روغن حیوانی، ادویه,Restaurant,حلیم و آش,679860,1300000,پنج کیلوگرم,5mm791
آش,آش رشته 450 گرم پرسی,آش رشته,حبوبات، سبزی آش حلیمانه، پیاز، رشته آش، ادویه، نعنا داغ، کشک یا رب انار,Restaurant,حلیم و آش,679864,95000,450 گرم پرسی,5mm791
آش,آش رشته یک کیلوگرم,آش رشته,حبوبات، سبزی آش حلیمانه، پیاز، رشته آش، ادویه، نعنا داغ، کشک یا رب انار,Restaurant,حلیم و آش,679867,210000,یک کیلوگرم,5mm791
آش,آش رشته دو کیلوگرم,آش رشته,حبوبات، سبزی آش حلیمانه، پیاز، رشته آش، ادویه، نعنا داغ، کشک یا رب انار,Restaurant,حلیم و آش,679874,420000,دو کیلوگرم,5mm791
آش,آش رشته سه کیلوگرم,آش رشته,حبوبات، سبزی آش حلیمانه، پیاز، رشته آش، ادویه، نعنا داغ، کشک یا رب انار,Restaurant,حلیم و آش,679892,630000,سه کیلوگرم,5mm791
آش,آش رشته پنج کیلوگرم,آش رشته,حبوبات، سبزی آش حلیمانه، پیاز، رشته آش، ادویه، نعنا داغ، کشک یا رب انار,Restaurant,حلیم و آش,679893,1050000,پنج کیلوگرم,5mm791
آش,آش شله قلمکار 450 گرم پرسی,آش شله قلمکار,حبوبات، سبزی آش حلیمانه، گوشت گوسفندی، پیاز، برنج، ادویه، پیازداغ و نعنا داغ,Restaurant,حلیم و آش,679894,105000,450 گرم پرسی,5mm791
آش,آش شله قلمکار یک کیلوگرم,آش شله قلمکار,حبوبات، سبزی آش حلیمانه، گوشت گوسفندی، پیاز، برنج، ادویه، پیازداغ و نعنا داغ,Restaurant,حلیم و آش,679895,210000,یک کیلوگرم,5mm791
آش,آش شله قلمکار دو کیلوگرم,آش شله قلمکار,حبوبات، سبزی آش حلیمانه، گوشت گوسفندی، پیاز، برنج، ادویه، پیازداغ و نعنا داغ,Restaurant,حلیم و آش,679896,420000,دو کیلوگرم,5mm791
آش,آش شله قلمکار سه کیلوگرم,آش شله قلمکار,حبوبات، سبزی آش حلیمانه، گوشت گوسفندی، پیاز، برنج، ادویه، پیازداغ و نعنا داغ,Restaurant,حلیم و آش,679897,630000,سه کیلوگرم,5mm791
آش,آش شله قلمکار پنج کیلوگرم,آش شله قلمکار,حبوبات، سبزی آش حلیمانه، گوشت گوسفندی، پیاز، برنج، ادویه، پیازداغ و نعنا داغ,Restaurant,حلیم و آش,679898,1050000,پنج کیلوگرم,5mm791
آش و حلیم,آش رشته یک کیلوگرم,آش رشته,یک کیلوگرم,Restaurant,حلیم و آش,815989,180000,یک کیلوگرم,58k4rw
آش و حلیم,حلیم یک کیلوگرم,حلیم,یک کیلوگرم,Restaurant,حلیم و آش,815993,180000,یک کیلوگرم,58k4rw
آش و حلیم,حلیم 500 گرم,حلیم, ,Restaurant,حلیم و آش,821011,80000,500 گرم,5mmwg9
آش و حلیم,حلیم یک کیلوگرم,حلیم, ,Restaurant,حلیم و آش,821012,170000,یک کیلوگرم,5mmwg9
آش,آش رشته 500 گرم,آش رشته,,Restaurant,حلیم و آش,707476,100000,500 گرم,2g9g96
آش,آش رشته یک کیلوگرم,آش رشته,,Restaurant,حلیم و آش,707479,200000,یک کیلوگرم,2g9g96
آش,آش دوغ 500 گرم,آش دوغ,,Restaurant,حلیم و آش,707481,90000,500 گرم,2g9g96
آش,آش دوغ یک کیلوگرم,آش دوغ,,Restaurant,حلیم و آش,707484,180000,یک کیلوگرم,2g9g96
خوراک,خوراک کباب مخصوص سرآشپز,خوراک کباب مخصوص سرآشپز,کباب دو رو,Restaurant,حلیم و آش,704873,270000,خوراک کباب مخصوص سرآشپز,233oon
آش,آش دوغ نیم پرس,آش دوغ,,Restaurant,حلیم و آش,776500,75000,نیم پرس,21o731
آش,آش دوغ ۱.۵ کیلوگرم,آش دوغ,,Restaurant,حلیم و آش,1411968,275000,۱.۵ کیلوگرم,21o731
آش,آش دوغ یک پرس,آش دوغ,,Restaurant,حلیم و آش,772710,95000,یک پرس,21o731
آش,آش دوغ یک کیلوگرم,آش دوغ,,Restaurant,حلیم و آش,772711,185000,یک کیلوگرم,21o731
حلیم,حلیم 1.5 کیلوگرم,حلیم,حلیم با گوشت ریش ریش شده گوساله، تزیین شده با کنجد، دارچین، پودر گردو، روغن ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,1128096,277000,1.5 کیلوگرم,21o731
حلیم,حلیم نیم پرس,حلیم,حلیم با گوشت ریش ریش شده گوساله، تزیین شده با کنجد، دارچین، پودر گردو، روغن ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,747366,75000,نیم پرس,21o731
حلیم,حلیم یک پرس,حلیم,حلیم با گوشت ریش ریش شده گوساله، تزیین شده با کنجد، دارچین، پودر گردو، روغن ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,747367,95000,یک پرس,21o731
حلیم,حلیم یک کیلوگرم,حلیم,حلیم با گوشت ریش ریش شده گوساله، تزیین شده با کنجد، دارچین، پودر گردو، روغن ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,747368,185000,یک کیلوگرم,21o731
آش,آش رشته نیم پرس,آش رشته,آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,747370,70000,نیم پرس,21o731
آش,آش رشته یک پرس,آش رشته,آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,747371,90000,یک پرس,21o731
آش,آش رشته یک کیلوگرم,آش رشته,آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,747372,175000,یک کیلوگرم,21o731
آش,آش رشته ۱.۵ کیلوگرم,آش رشته,آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,1411154,262000,۱.۵ کیلوگرم,21o731
آش,آش شله قلمکار نیم پرس,آش شله قلمکار, ,Restaurant,حلیم و آش,747373,70000,نیم پرس,21o731
آش,آش شله قلمکار یک پرس,آش شله قلمکار, ,Restaurant,حلیم و آش,747374,95000,یک پرس,21o731
آش,آش شله قلمکار یک کیلوگرم,آش شله قلمکار, ,Restaurant,حلیم و آش,747376,185000,یک کیلوگرم,21o731
آش,آش شله قلمکار ۱.۵ کیلوگرم,آش شله قلمکار, ,Restaurant,حلیم و آش,1411967,277000,۱.۵ کیلوگرم,21o731
حلیم,حلیم مخصوص گوسفندی یک پرس,حلیم مخصوص گوسفندی,,Restaurant,حلیم و آش,894955,100000,یک پرس,533o4n
حلیم,حلیم مخصوص گوسفندی یک کیلوگرم,حلیم مخصوص گوسفندی,,Restaurant,حلیم و آش,894958,200000,یک کیلوگرم,533o4n
آش و سوپ,آش شله قلمکار مخصوص یک پرس	,آش شله قلمکار مخصوص,,Restaurant,حلیم و آش,894961,110000,یک پرس	,533o4n
آش و سوپ,آش شله قلمکار مخصوص یک کیلوگرم	,آش شله قلمکار مخصوص,,Restaurant,حلیم و آش,894963,220000,یک کیلوگرم	,533o4n
آش و سوپ,آش رشته یک پرس	,آش رشته,,Restaurant,حلیم و آش,894964,100000,یک پرس	,533o4n
آش و سوپ,آش رشته یک کیلوگرم,آش رشته,,Restaurant,حلیم و آش,894967,200000,یک کیلوگرم,533o4n
حلیم ,حلیم 500 گرم,حلیم, معجون حلیم دارچین شکر روغن حیوانی ,Restaurant,حلیم و آش,927358,120000,500 گرم,58k7g1
صبحانه,حلیم ممتاز گوسفندی  یک کیلوگرم,حلیم ممتاز گوسفندی ,حلیم با گوشت ریش ریش شده گوسفندی تزئین شده با کنجد، دارچین، روغن حیوانی، بدون نان، ارائه در ظرف بهداشتی یکبار مصرف,Restaurant,حلیم و آش,760971,140000,یک کیلوگرم,2697zl
صبحانه,حلیم ممتاز گوسفندی  1.5 کیلوگرم,حلیم ممتاز گوسفندی ,حلیم با گوشت ریش ریش شده گوسفندی تزئین شده با کنجد، دارچین، روغن حیوانی، بدون نان، ارائه در ظرف بهداشتی یکبار مصرف,Restaurant,حلیم و آش,760972,210000,1.5 کیلوگرم,2697zl
صبحانه,حلیم ممتاز گوسفندی  دو کیلوگرم,حلیم ممتاز گوسفندی ,حلیم با گوشت ریش ریش شده گوسفندی تزئین شده با کنجد، دارچین، روغن حیوانی، بدون نان، ارائه در ظرف بهداشتی یکبار مصرف,Restaurant,حلیم و آش,760973,280000,دو کیلوگرم,2697zl
خوراک,آش,آش,آش رشته با سبزی آش، حبوبات و رشته، تزئین شده با کشک، نعنا داغ، به همراه یک عدد نان بربری، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,719386,60000,آش,2lz16w
خوراک,غذای مخصوص سرآشپز,غذای مخصوص سرآشپز,یک پرس ۵۰۰ گرمی شامب ۱۵۰ گرم گوشت مخلوط گوساله و گوسفندی چرخ شده و سرخ شده، ۱۵۰ گرم سینه مرغ سرخ شده، مخلفات و ادویه های مخصوص سر آشپز، همراه یک عدد نان لواش,Restaurant,حلیم و آش,736103,250000,غذای مخصوص سرآشپز,5nk9mr
آش,آش رشته یک کیلوگرم,آش رشته,لوبیا، عدس، نخود، سبزی، رشته,Restaurant,حلیم و آش,769202,180000,یک کیلوگرم,5nk9mr
آش,آش رشته 1.5 کیلوگرم,آش رشته,لوبیا، عدس، نخود، سبزی، رشته,Restaurant,حلیم و آش,769203,270000,1.5 کیلوگرم,5nk9mr
آش,آش رشته دو کیلوگرم,آش رشته,لوبیا، عدس، نخود، سبزی، رشته,Restaurant,حلیم و آش,769204,360000,دو کیلوگرم,5nk9mr
حلیم,حلیم مخصوص 1.5 کیلوگرم,حلیم مخصوص,حلیم با گوشت گوساله با تزئین کنجد، دارچین,Restaurant,حلیم و آش,707673,290000,1.5 کیلوگرم,5nk9mr
حلیم,حلیم مخصوص 1.5 کیلوگرم,حلیم مخصوص,حلیم با گوشت گوساله با تزئین کنجد، دارچین,Restaurant,حلیم و آش,707673,290000,1.5 کیلوگرم,5nk9mr
حلیم,حلیم مخصوص دو کیلوگرم,حلیم مخصوص,حلیم با گوشت گوساله با تزئین کنجد، دارچین,Restaurant,حلیم و آش,707674,380000,دو کیلوگرم,5nk9mr
حلیم,حلیم مخصوص دو کیلوگرم,حلیم مخصوص,حلیم با گوشت گوساله با تزئین کنجد، دارچین,Restaurant,حلیم و آش,707674,380000,دو کیلوگرم,5nk9mr
حلیم,حلیم مخصوص یک کیلوگرم,حلیم مخصوص,حلیم با گوشت گوساله با تزئین کنجد، دارچین,Restaurant,حلیم و آش,700572,200000,یک کیلوگرم,5nk9mr
حلیم,حلیم مخصوص یک کیلوگرم,حلیم مخصوص,حلیم با گوشت گوساله با تزئین کنجد، دارچین,Restaurant,حلیم و آش,700572,200000,یک کیلوگرم,5nk9mr
آش و حلیم,حلیم 500 گرم,حلیم,"گوشت ریش ریش شده گوسفندی، تزئین کنجد، دارچین، شکر، روغن، بدون نان	
",Restaurant,حلیم و آش,861225,100000,500 گرم,58k739
آش و حلیم,حلیم 500 گرم,حلیم,"گوشت ریش ریش شده گوسفندی، تزئین کنجد، دارچین، شکر، روغن، بدون نان	
",Restaurant,حلیم و آش,861225,100000,500 گرم,58k739
آش و حلیم,حلیم یک کیلوگرم,حلیم,"گوشت ریش ریش شده گوسفندی، تزئین کنجد، دارچین، شکر، روغن، بدون نان	
",Restaurant,حلیم و آش,861226,195000,یک کیلوگرم,58k739
آش و حلیم,حلیم یک کیلوگرم,حلیم,"گوشت ریش ریش شده گوسفندی، تزئین کنجد، دارچین، شکر، روغن، بدون نان	
",Restaurant,حلیم و آش,861226,195000,یک کیلوگرم,58k739
