product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code
نان جو رژیمی,نان تست پروتئین ویژه نان آوران,نان تست پروتئین ویژه نان آوران,وزن ۵۳۰ گرم,Bakery,نان فانتزی,556233,65000,نان تست پروتئین ویژه نان آوران,2yor11
نان جو رژیمی,نان تست پروتئین ویژه نان آوران,نان تست پروتئین ویژه نان آوران,وزن ۵۳۰ گرم,Bakery,نان فانتزی,556233,65000,نان تست پروتئین ویژه نان آوران,2yor11
نان بربری,نان بربری ماشینی ساده,نان بربری ماشینی ساده,,Bakery,نان فانتزی,236238,10000,نان بربری ماشینی ساده,5gxg4x
سایر محصولات نانوایی,زعفران,زعفران,یک مثقال,Bakery,نان فانتزی,236255,100000,زعفران,5gxg4x
نان بربری,نان بربری کنجدی,نان بربری کنجدی,,Bakery,نان فانتزی,920006,15000,نان بربری کنجدی,5gxg4x
نان سنگک,نان سنگک ماشینی دو رو کنجد,نان سنگک ماشینی دو رو کنجد,,Bakery,نان فانتزی,236239,50000,نان سنگک ماشینی دو رو کنجد,5gxg4x
نان سنگک,نان سنگک ماشینی ساده,نان سنگک ماشینی ساده,,Bakery,نان فانتزی,236240,30000,نان سنگک ماشینی ساده,5gxg4x
نان سنگک,نان سنگک ماشینی دو رو سبزیجات,نان سنگک ماشینی دو رو سبزیجات,,Bakery,نان فانتزی,236241,10000,نان سنگک ماشینی دو رو سبزیجات,5gxg4x
نان سنگک,نان ماشینی دو رو سبوس دار,نان ماشینی دو رو سبوس دار,,Bakery,نان فانتزی,236242,50000,نان ماشینی دو رو سبوس دار,5gxg4x
نان سنگک,نان سنگک آبگوشتی ,نان سنگک آبگوشتی ,بسته ای,Bakery,نان فانتزی,236243,5000,نان سنگک آبگوشتی ,5gxg4x
نان لواش,نان لواش ماشینی ساده یک عدد,نان لواش ماشینی ساده,یک عدد,Bakery,نان فانتزی,236244,1500,یک عدد,5gxg4x
سوغات,نون برنجی,نون برنجی,,Pastry,نان فانتزی,801096,269000,نون برنجی,5667zz
سوغات,نان خرمایی,نان خرمایی,,Pastry,نان فانتزی,801097,196000,نان خرمایی,5667zz
نان شیرین,فطیر محلی سراب,فطیر محلی سراب,شیرین، یک عدد,Bakery,نان فانتزی,213142,45000,فطیر محلی سراب,2w3xnp
نان شیرین,نان قندی,نان قندی,3عددی,Bakery,نان فانتزی,1485408,40000,نان قندی,2w3xnp
نان شیرین,نان قندی,نان قندی,3عددی,Bakery,نان فانتزی,1485408,40000,نان قندی,2w3xnp
نان بربری,نان بربری چهار مغز,نان بربری چهار مغز,,Bakery,نان فانتزی,946054,35000,نان بربری چهار مغز,2w3xnp
نان بربری,نان محلی زنجان,نان محلی زنجان,نان محلی سبوس دار، دو عدد,Bakery,نان فانتزی,946076,35000,نان محلی زنجان,2w3xnp
نان بربری,نان محلی زنجان,نان محلی زنجان,نان محلی سبوس دار، دو عدد,Bakery,نان فانتزی,946076,35000,نان محلی زنجان,2w3xnp
نان بربری,نان بربری سبوس دار,نان بربری سبوس دار,,Bakery,نان فانتزی,946083,20000,نان بربری سبوس دار,2w3xnp
نان بربری,نان بربری سوپر کنجدی نان بربری سوپر کنجد,نان بربری سوپر کنجدی,,Bakery,نان فانتزی,946085,30000,نان بربری سوپر کنجد,2w3xnp
نان شیرین,نان چایی (یک عدد),نان چایی (یک عدد),,Bakery,نان فانتزی,1251581,30000,نان چایی (یک عدد),2w3xnp
نان شیرین,کلوچه سنتی,کلوچه سنتی,یک بسته,Bakery,نان فانتزی,1257051,100000,کلوچه سنتی,2w3xnp
نان شیرین,کلوچه سنتی,کلوچه سنتی,یک بسته,Bakery,نان فانتزی,1257051,100000,کلوچه سنتی,2w3xnp
نان شیرین,کوماج,کوماج,4عددی,Bakery,نان فانتزی,1485407,40000,کوماج,2w3xnp
نان بربری,نان بربری,نان بربری,یک عدد,Bakery,نان فانتزی,215635,10000,نان بربری,2w3xnp
نان بربری,نان بربری کنجدی,نان بربری کنجدی,یک عدد,Bakery,نان فانتزی,559342,15000,نان بربری کنجدی,2w3xnp
نان بربری,نان بربری سبزیجات,نان بربری سبزیجات,یک عدد,Bakery,نان فانتزی,559343,30000,نان بربری سبزیجات,2w3xnp
نان شیرین,کلوچه فومن  یک عدد,کلوچه فومن ,,Bakery,نان فانتزی,1219026,30000,یک عدد,2w3xnp
نان بربری,نان بربری مغز تخمه,نان بربری مغز تخمه,,Bakery,نان فانتزی,1202064,30000,نان بربری مغز تخمه,2w3xnp
نان بربری,نان بربری سیاه دانه,نان بربری سیاه دانه,,Bakery,نان فانتزی,946049,35000,نان بربری سیاه دانه,2w3xnp
نان جو,نان جو رژیمی,نان جو رژیمی,,Bakery,نان فانتزی,238200,15000,نان جو رژیمی,5w3xzp
نان سنگک, نان سنگک سنتی پر مغز تخمه بزرگ نان سنگک سنتی پر مغز تخمه بزرگ, نان سنگک سنتی پر مغز تخمه بزرگ,,Bakery,نان فانتزی,238208,30000,نان سنگک سنتی پر مغز تخمه بزرگ,5w3xzp
نان سنگک,نان سنگک سنتی زیره بزرگ,نان سنگک سنتی زیره بزرگ,,Bakery,نان فانتزی,238209,30000,نان سنگک سنتی زیره بزرگ,5w3xzp
نان سنگک,نان سنگک سنتی دو رو شاه دانه بزرگ,نان سنگک سنتی دو رو شاه دانه بزرگ,,Bakery,نان فانتزی,238201,15000,نان سنگک سنتی دو رو شاه دانه بزرگ,5w3xzp
نان سنگک,نان سنگک سنتی ساده,نان سنگک سنتی ساده,,Bakery,نان فانتزی,238202,8000,نان سنگک سنتی ساده,5w3xzp
نان سنگک,نان سنگک سنتی سبوس دار,نان سنگک سنتی سبوس دار,,Bakery,نان فانتزی,238203,20000,نان سنگک سنتی سبوس دار,5w3xzp
نان سنگک,نان سنگک سنتی سبزیجات,نان سنگک سنتی سبزیجات,,Bakery,نان فانتزی,238204,30000,نان سنگک سنتی سبزیجات,5w3xzp
نان سنگک,نان سنگک سنتی سیاه دانه,نان سنگک سنتی سیاه دانه,,Bakery,نان فانتزی,238205,30000,نان سنگک سنتی سیاه دانه,5w3xzp
نان سنگک,نان سنگک سنتی خشخاش,نان سنگک سنتی خشخاش,,Bakery,نان فانتزی,238206,30000,نان سنگک سنتی خشخاش,5w3xzp
نان سنگک, نان سنگک سنتی دو رو کنجد نان سنگک سنتی دو رو کنجد, نان سنگک سنتی دو رو کنجد,,Bakery,نان فانتزی,238207,20000,نان سنگک سنتی دو رو کنجد,5w3xzp
سنگک,سنگک سنتی دو رو کنجد بزرگ,سنگک سنتی دو رو کنجد بزرگ,یک عدد,Bakery,نان فانتزی,558950,30000,سنگک سنتی دو رو کنجد بزرگ,5gxglx
سنگک,سنگک سنتی سبزیجات,سنگک سنتی سبزیجات,یک عدد,Bakery,نان فانتزی,558958,40000,سنگک سنتی سبزیجات,5gxglx
سنگک,سنگک سنتی چند مغز و سبزیجات ویژه,سنگک سنتی چند مغز و سبزیجات ویژه,"یک عدد، کنجد، سبوس، سبزیجات، سیاه دانه

",Bakery,نان فانتزی,558959,50000,سنگک سنتی چند مغز و سبزیجات ویژه,5gxglx
سنگک,سنگک سنتی خشخاش بزرگ,سنگک سنتی خشخاش بزرگ,یک عدد,Bakery,نان فانتزی,997276,60000,سنگک سنتی خشخاش بزرگ,5gxglx
سنگک,سنگک سنتی مغز تخمه یک عدد,سنگک سنتی مغز تخمه,یک عدد,Bakery,نان فانتزی,991809,50000,یک عدد,5gxglx
سنگک,سنگک سنتی معجون یک عدد,سنگک سنتی معجون,یک عدد، سیاهدانه، خشخاش، کنجد، تخمه، سبوس,Bakery,نان فانتزی,991810,60000,یک عدد,5gxglx
سنگک,سنگک سنتی یک رو کنجد بزرگ,سنگک سنتی یک رو کنجد بزرگ,یک عدد,Bakery,نان فانتزی,558951,25000,سنگک سنتی یک رو کنجد بزرگ,5gxglx
سنگک,سنگک سنتی ساده بزرگ,سنگک سنتی ساده بزرگ,یک عدد,Bakery,نان فانتزی,558952,20000,سنگک سنتی ساده بزرگ,5gxglx
سنگک,سنگک سنتی سیاه دانه بزرگ,سنگک سنتی سیاه دانه بزرگ,یک عدد,Bakery,نان فانتزی,558953,40000,سنگک سنتی سیاه دانه بزرگ,5gxglx
سنگک,سنگک سنتی پر کنجد,سنگک سنتی پر کنجد,یک عدد,Bakery,نان فانتزی,558956,40000,سنگک سنتی پر کنجد,5gxglx
سنگک,سنگک سنتی سبوس دار,سنگک سنتی سبوس دار,یک عدد,Bakery,نان فانتزی,558957,40000,سنگک سنتی سبوس دار,5gxglx
نان فانتزی,نان باگت,نان باگت,یک عدد,Pastry,نان فانتزی,610118,23000,نان باگت,2w3xpp
نان فانتزی,نان همبرگری,نان همبرگری,یک عدد,Pastry,نان فانتزی,610119,23000,نان همبرگری,2w3xpp
نان فانتزی,نان لقمه ای دراز,نان لقمه ای دراز,یک عدد,Pastry,نان فانتزی,610120,10000,نان لقمه ای دراز,2w3xpp
نان تست,تست جو دوسر بزرگ,تست جو دوسر بزرگ,,Pastry,نان فانتزی,646023,80000,تست جو دوسر بزرگ,2w3xpp
نان تست,تست جو دوسر کوچک,تست جو دوسر کوچک,,Pastry,نان فانتزی,646024,70000,تست جو دوسر کوچک,2w3xpp
نان تست,تست چند غله بزرگ,تست چند غله بزرگ,,Pastry,نان فانتزی,646025,80000,تست چند غله بزرگ,2w3xpp
نان تست,تست چند غله کوچک,تست چند غله کوچک,,Pastry,نان فانتزی,646027,70000,تست چند غله کوچک,2w3xpp
نان تست,تست فینگری,تست فینگری,,Pastry,نان فانتزی,646030,65000,تست فینگری,2w3xpp
نان تست,نان تست ساده بزرگ,نان تست ساده بزرگ,یک بسته,Pastry,نان فانتزی,646000,80000,نان تست ساده بزرگ,2w3xpp
نان تست,نان تست ساده کوچک,نان تست ساده کوچک,یک بسته,Pastry,نان فانتزی,646002,70000,نان تست ساده کوچک,2w3xpp
نان تست,نان تست پروتئین,نان تست پروتئین,یک بسته,Pastry,نان فانتزی,646003,80000,نان تست پروتئین,2w3xpp
لواش,لواش سنتی ساده یک عدد ,لواش سنتی ساده,,Bakery,نان فانتزی,238121,2000,یک عدد ,2yorn1
لواش,لواش سنتی ساده 10 عدد ,لواش سنتی ساده,,Bakery,نان فانتزی,465898,2000,10 عدد ,2yorn1
لواش,لواش سنتی ساده 20 عدد ,لواش سنتی ساده,,Bakery,نان فانتزی,465902,30000,20 عدد ,2yorn1
لواش,لواش ماشینی ساده  یک عدد ,لواش ماشینی ساده ,,Bakery,نان فانتزی,238122,20000,یک عدد ,2yorn1
لواش,لواش ماشینی ساده  15 عدد ,لواش ماشینی ساده ,,Bakery,نان فانتزی,465901,30000,15 عدد ,2yorn1
لواش,لواش ماشینی ساده  25 عدد ,لواش ماشینی ساده ,,Bakery,نان فانتزی,465903,50000,25 عدد ,2yorn1
لواش,لواش ماشینی ساده  30 عدد ,لواش ماشینی ساده ,,Bakery,نان فانتزی,465904,60000,30 عدد ,2yorn1
لواش,لواش ماشینی ساده  50 عدد ,لواش ماشینی ساده ,,Bakery,نان فانتزی,465907,100000,50 عدد ,2yorn1
نان فانتزی,نان ساندویچی باگت,نان ساندویچی باگت,یک عدد,Bakery,نان فانتزی,215654,4500,نان ساندویچی باگت,2667oz
نان بربری,نان بربری کنجدی,نان بربری کنجدی,یک عدد,Bakery,نان فانتزی,215683,5000,نان بربری کنجدی,2667oz
نان شیرمال,نان شیرمال کرم دار نان شیرمال کرمدار,نان شیرمال کرم دار,دو عدد,Bakery,نان فانتزی,286399,25000,نان شیرمال کرمدار,2667oz
نان شیرمال,نان شیرمال گیسو نان شیرما گیسو,نان شیرمال گیسو,230 گرم,Bakery,نان فانتزی,286400,23000,نان شیرما گیسو,2667oz
نان بربری,نان بربری,نان بربری,یک عدد,Bakery,نان فانتزی,215682,5000,نان بربری,2667oz
نان شیرمال,نان شیر مال کرم دار,نان شیر مال کرم دار,دوعدد,Bakery,نان فانتزی,215665,27000,نان شیر مال کرم دار,2667oz
نان شیرمال,نان قندی نرم,نان قندی نرم,یک عدد,Bakery,نان فانتزی,215666,15000,نان قندی نرم,2667oz
نان شیرمال,نان قندی نرم,نان قندی نرم,یک عدد,Bakery,نان فانتزی,215666,15000,نان قندی نرم,2667oz
نان شیرمال,کروسان,کروسان,یک عدد,Bakery,نان فانتزی,215667,20000,کروسان,2667oz
نان شیرمال,کروسان,کروسان,یک عدد,Bakery,نان فانتزی,215667,20000,کروسان,2667oz
نان فانتزی,نان همبرگر,نان همبرگر,یک عدد,Bakery,نان فانتزی,215655,6000,نان همبرگر,2667oz
نان فانتزی,نان همبرگر,نان همبرگر,یک عدد,Bakery,نان فانتزی,215655,6000,نان همبرگر,2667oz
نان فانتزی,نان باگت فرانسوی,نان باگت فرانسوی,یک عدد,Bakery,نان فانتزی,215656,15000,نان باگت فرانسوی,2667oz
تارت,تارت میوه دسری ۱ تا ۱.۲۰۰ کیلوگرم (مناسب برای ۶ تا ۸ نفر),تارت میوه دسری,بیسکویت کرم توت فرنگی ژله، میوه های متنوع با تزیین توت فرنگی,Pastry,نان فانتزی,252120,437000,۱ تا ۱.۲۰۰ کیلوگرم (مناسب برای ۶ تا ۸ نفر),2k31x4
نان سنگک,نان سنگک ساده,نان سنگک ساده,یک عدد,Bakery,نان فانتزی,733725,20000,نان سنگک ساده,2r63or
نان شیرین,شیرمال آرشیناز,شیرمال آرشیناز,هشت عدد,Bakery,نان فانتزی,810966,70000,شیرمال آرشیناز,2r63or
نان شیرین, حاج بادومی, حاج بادومی,500 گرم,Bakery,نان فانتزی,810968,90000, حاج بادومی,2r63or
نان شیرین, گاتا, گاتا,دو عدد,Bakery,نان فانتزی,810969,50000, گاتا,2r63or
نان شیرین, نان جو, نان جو,یک عدد,Bakery,نان فانتزی,810972,55000, نان جو,2r63or
نان شیرین, نان فطیر اراک, نان فطیر اراک,یک عدد ,Bakery,نان فانتزی,810977,45000, نان فطیر اراک,2r63or
نان فانتزی,نان تست جو رژیمی,نان تست جو رژیمی,250 گرم،پخت شده با آرد جو,Bakery,نان فانتزی,810911,50000,نان تست جو رژیمی,2r63or
نان فانتزی, نان تست معمولی, نان تست معمولی,۲۵۰ گرمی,Bakery,نان فانتزی,810926,50000, نان تست معمولی,2r63or
نان فانتزی,سوهان عسلی,سوهان عسلی,یک بسته,Bakery,نان فانتزی,810932,120000,سوهان عسلی,2r63or
نان شیرین, نان قندی شیره انگور, نان قندی شیره انگور,یک عدد,Bakery,نان فانتزی,810937,70000, نان قندی شیره انگور,2r63or
نان شیرین,بیسکوئیت جو,بیسکوئیت جو,350 گرم،50 عدد ,Bakery,نان فانتزی,810943,100000,بیسکوئیت جو,2r63or
نان شیرین, بیسکوئیت جو هفت گیاه, بیسکوئیت جو هفت گیاه,۳۵۰ گرم،40 عدد ,Bakery,نان فانتزی,810953,120000, بیسکوئیت جو هفت گیاه,2r63or
نان سنگک,نان سنگک کنجدی نان سنگک کنجدی	,نان سنگک کنجدی,یک عدد,Bakery,نان فانتزی,733728,25000,نان سنگک کنجدی	,2r63or
نان سنگک,نان سنگگ پر کنجد نان سنگگ پر کنجد	,نان سنگگ پر کنجد,یک عدد,Bakery,نان فانتزی,733729,40000,نان سنگگ پر کنجد	,2r63or
نان سنگک,نان سنگک سبوس دار نان سنگک سبوس دار	,نان سنگک سبوس دار,یک عدد,Bakery,نان فانتزی,733731,25000,نان سنگک سبوس دار	,2r63or
نان سنگک,نان سنگک هفت غله نان سنگک سبوس دار	,نان سنگک هفت غله,یک عدد,Bakery,نان فانتزی,733741,30000,نان سنگک سبوس دار	,2r63or
نان سنگک,نان سنگک مغر تخمه و کنجد نان سنگک مغر تخمه و کنجد	,نان سنگک مغر تخمه و کنجد,یک عدد,Bakery,نان فانتزی,733746,30000,نان سنگک مغر تخمه و کنجد	,2r63or
نان سنگک,نان سنگک مغر تخمه و سیاه دانه نان سنگک مغر تخمه و سیاه دانه	,نان سنگک مغر تخمه و سیاه دانه,یک عدد,Bakery,نان فانتزی,733749,30000,نان سنگک مغر تخمه و سیاه دانه	,2r63or
نان فانتزی, نان تخمه ای, نان تخمه ای,۴۵۰ گرم، یک بسته ,Bakery,نان فانتزی,810874,130000, نان تخمه ای,2r63or
نان لواش,نان لواش سنتی ساده یک عدد,نان لواش سنتی ساده, ,Bakery,نان فانتزی,406628,1500,یک عدد,2yorxx
نان لواش,نان لواش سنتی ساده 10 عدد,نان لواش سنتی ساده, ,Bakery,نان فانتزی,445142,12000,10 عدد,2yorxx
نان لواش,نان لواش سنتی ساده 20 عدد	,نان لواش سنتی ساده, ,Bakery,نان فانتزی,445144,24000,20 عدد	,2yorxx
تافتون,تافتون سنتی ساده تافتون سنتی ساده ,تافتون سنتی ساده,یک عدد,Bakery,نان فانتزی,235154,9000,تافتون سنتی ساده ,59xmr1
نان شیرین,نان شیرمال,نان شیرمال,یک بسته,Bakery,نان فانتزی,235156,50000,نان شیرمال,59xmr1
نان شیرین,نان خرمایی,نان خرمایی,یک بسته,Bakery,نان فانتزی,235157,55000,نان خرمایی,59xmr1
نان شیرین,کلوچه فومن,کلوچه فومن,یک بسته (پنج عددی),Bakery,نان فانتزی,235158,75000,کلوچه فومن,59xmr1
سنگک,سنگک سنتی ساده,سنگک سنتی ساده,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234975,30000,سنگک سنتی ساده,2p8kpl
سنگک,سنگک سنتی پر سیاه دانه,سنگک سنتی پر سیاه دانه,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234983,40000,سنگک سنتی پر سیاه دانه,2p8kpl
سنگک,سنگک سنتی دو رو پر کنجد بزرگ,سنگک سنتی دو رو پر کنجد بزرگ,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234984,60000,سنگک سنتی دو رو پر کنجد بزرگ,2p8kpl
سنگک,سنگک سنتی خشخاش و کنجد بزرگ,سنگک سنتی خشخاش و کنجد بزرگ,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234985,40000,سنگک سنتی خشخاش و کنجد بزرگ,2p8kpl
سنگک,سنگک سنتی مغز تخمه بزرگ,سنگک سنتی مغز تخمه بزرگ,یک عدد، مغز تخمه آفتابگردان، آرد سفید و با کیفیت,Bakery,نان فانتزی,234986,40000,سنگک سنتی مغز تخمه بزرگ,2p8kpl
سایر محصولات نانوایی,کیسه پارچه ای,کیسه پارچه ای,یک عدد، مخصوص نان,Bakery,نان فانتزی,234987,150000,کیسه پارچه ای,2p8kpl
سنگک,سنگک سنتی ساده بزرگ,سنگک سنتی ساده بزرگ,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234976,30000,سنگک سنتی ساده بزرگ,2p8kpl
سنگک,سنگک سنتی یک رو کنجد,سنگک سنتی یک رو کنجد,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234977,30000,سنگک سنتی یک رو کنجد,2p8kpl
سنگک,سنگک سنتی دو رو کنجد,سنگک سنتی دو رو کنجد,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234978,40000,سنگک سنتی دو رو کنجد,2p8kpl
سنگک,سنگک سنتی پر زیره بزرگ,سنگک سنتی پر زیره بزرگ,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234979,40000,سنگک سنتی پر زیره بزرگ,2p8kpl
سنگک,سنگک سنتی شاه دانه بزرگ,سنگک سنتی شاه دانه بزرگ,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234980,40000,سنگک سنتی شاه دانه بزرگ,2p8kpl
سنگک,سنگک سنتی پر سبوس بزرگ,سنگک سنتی پر سبوس بزرگ,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234981,40000,سنگک سنتی پر سبوس بزرگ,2p8kpl
سنگک,سنگک سنتی پر سبزیجات بزرگ,سنگک سنتی پر سبزیجات بزرگ,یک عدد، آرد سفید و با کیفیت,Bakery,نان فانتزی,234982,40000,سنگک سنتی پر سبزیجات بزرگ,2p8kpl
سایر محصولات نانوایی ,آرد نان  آرد نان	,آرد نان ,یک کیلوگرم,Bakery,نان فانتزی,480287,40000,آرد نان	,5k31o4
سایر محصولات نانوایی ,کنجد سفید  کنجد سفید	,کنجد سفید ,250 گرم,Bakery,نان فانتزی,480289,90000,کنجد سفید	,5k31o4
نان بربری ,نان بربری ساده  نان بربری  ساده	,نان بربری ساده ,یک عدد ,Bakery,نان فانتزی,442067,13000,نان بربری  ساده	,5k31o4
نان بربری ,نان بربری پر کنجد  نان بربری پرکنجد ,نان بربری پر کنجد ,یک عدد ,Bakery,نان فانتزی,442071,20000,نان بربری پرکنجد ,5k31o4
سایر محصولات نانوایی ,سبوس گندم  سبوس گندم	,سبوس گندم ,250 گرم,Bakery,نان فانتزی,442074,30000,سبوس گندم	,5k31o4
نان شیرین,نان گاتا گرد,نان گاتا گرد,6 عدد,Pastry,نان فانتزی,260476,300000,نان گاتا گرد,24n9kz
نان شیرین,نان گاتا چهار گوش,نان گاتا چهار گوش,6 عدد,Pastry,نان فانتزی,260477,300000,نان گاتا چهار گوش,24n9kz
سوغات,سوهان شش خونه,سوهان شش خونه,400 گرم,Pastry,نان فانتزی,260468,500000,سوهان شش خونه,24n9kz
سوغات,نقل ياس مخصوص,نقل ياس مخصوص,220 گرم,Pastry,نان فانتزی,260469,270000,نقل ياس مخصوص,24n9kz
سوغات,سوهان معجونی,سوهان معجونی,450 گرم,Pastry,نان فانتزی,260470,200000,سوهان معجونی,24n9kz
سوغات,سوهان چهار خونه,سوهان چهار خونه,400 گرم,Pastry,نان فانتزی,260461,380000,سوهان چهار خونه,24n9kz
سوغات,حلوا زنجبیلی سنتی رضا,حلوا زنجبیلی سنتی رضا,540 گرم,Pastry,نان فانتزی,260462,170000,حلوا زنجبیلی سنتی رضا,24n9kz
سوغات,نخودچی قزوین,نخودچی قزوین,580 گرم,Pastry,نان فانتزی,260463,350000,نخودچی قزوین,24n9kz
سوغات,نان چایی قزوین سنتی رضا,نان چایی قزوین سنتی رضا,575 گرم,Pastry,نان فانتزی,260464,350000,نان چایی قزوین سنتی رضا,24n9kz
سوغات,گز 42 درصد فوق پسته كرمانی,گز 42 درصد فوق پسته كرمانی,400 گرم,Pastry,نان فانتزی,260465,950000,گز 42 درصد فوق پسته كرمانی,24n9kz
سوغات,سوهان تساج کنجدی,سوهان تساج کنجدی,250 گرم,Pastry,نان فانتزی,260466,250000,سوهان تساج کنجدی,24n9kz
سوغات,گز پسته ٣٨ درصد كرمانی,گز پسته ٣٨ درصد كرمانی,500 گرم,Pastry,نان فانتزی,260467,880000,گز پسته ٣٨ درصد كرمانی,24n9kz
سوغات,سوهان حبه خودکار,سوهان حبه خودکار,500 گرم,Pastry,نان فانتزی,260458,850000,سوهان حبه خودکار,24n9kz
سوغات,سوهان لقمه ساعد نیا 500 کیلوگرم,سوهان لقمه ساعد نیا,,Pastry,نان فانتزی,260459,800000,500 کیلوگرم,24n9kz
سوغات,سوهان لقمه ساعد نیا یک کیلوگرم,سوهان لقمه ساعد نیا,,Pastry,نان فانتزی,260460,1300000,یک کیلوگرم,24n9kz
تارت,تارت میوه ای ۵۰۰ گرم (3 تا 4 عدد),تارت میوه ای,,Pastry,نان فانتزی,260443,140000,۵۰۰ گرم (3 تا 4 عدد),24n9kz
تارت,تارت میوه ای یک کیلوگرم (5 تا 7 عدد),تارت میوه ای,,Pastry,نان فانتزی,260444,280000,یک کیلوگرم (5 تا 7 عدد),24n9kz
تارت,تارت میوه ای 1.500 کیلوگرم (8 تا 10 عدد),تارت میوه ای,,Pastry,نان فانتزی,260445,420000,1.500 کیلوگرم (8 تا 10 عدد),24n9kz
تارت,تارت میوه ای دو کیلوگرم (12 تا 14 عدد),تارت میوه ای,,Pastry,نان فانتزی,260446,560000,دو کیلوگرم (12 تا 14 عدد),24n9kz
لواش,نان لواش,نان لواش,یک عدد,Bakery,نان فانتزی,386705,2500,نان لواش,2zly9m
سایر محصولات نانوایی,سبوس گندم,سبوس گندم,۱کیلو,Bakery,نان فانتزی,1195143,80000,سبوس گندم,5mywxp
نان بربری,نان بربری ساده,نان بربری ساده,یک عدد,Bakery,نان فانتزی,586807,15000,نان بربری ساده,5mywxp
نان بربری,نان بربری کنجدی,نان بربری کنجدی,یک عدد,Bakery,نان فانتزی,586808,20000,نان بربری کنجدی,5mywxp
نان بربری,نان بربری سبوس دار,نان بربری سبوس دار,یک عدد,Bakery,نان فانتزی,586809,17000,نان بربری سبوس دار,5mywxp
نان بربری,نان بربری پر کنجد,نان بربری پر کنجد,,Bakery,نان فانتزی,1131354,25000,نان بربری پر کنجد,5mywxp
سایر محصولات نانوایی,آرد,آرد,یک کیلوگرم,Bakery,نان فانتزی,602710,70000,آرد,5mywxp
سایر محصولات نانوایی,آرد,آرد,یک کیلوگرم,Bakery,نان فانتزی,474139,100000,آرد,2xg36z
نان بربری,نان بربری ماشینی کنجدی نان بربری ماشینی کنجدی	,نان بربری ماشینی کنجدی,یک عدد,Bakery,نان فانتزی,373564,7000,نان بربری ماشینی کنجدی	,2xg36z
نان بربری,نان بربری ماشینی پر کنجد نان بربری ماشینی پر کنجد	,نان بربری ماشینی پر کنجد,یک عدد,Bakery,نان فانتزی,373565,20000,نان بربری ماشینی پر کنجد	,2xg36z
سایر محصولات نانوایی,سبوس گندم سبوس گندم	,سبوس گندم, ,Bakery,نان فانتزی,373563,700000,سبوس گندم	,2xg36z
نان بربری,نان بربری ماشینی خشخاشی نان بربری ماشینی خشخاشی	,نان بربری ماشینی خشخاشی,یک عدد,Bakery,نان فانتزی,373516,20000,نان بربری ماشینی خشخاشی	,2xg36z
نان بربری,نان بربری ماشینی سبزیجات نان بربری ماشینی سبزیجات	,نان بربری ماشینی سبزیجات,یک عدد,Bakery,نان فانتزی,373517,20000,نان بربری ماشینی سبزیجات	,2xg36z
نان بربری,نان بربری ماشینی با مغز تخمه نان بربری ماشینی با مغز تخمه	,نان بربری ماشینی با مغز تخمه,یک عدد,Bakery,نان فانتزی,373518,20000,نان بربری ماشینی با مغز تخمه	,2xg36z
نان بربری,نان بربری ماشینی با سیاه دانه نان بربری ماشینی با سیاه دانه	,نان بربری ماشینی با سیاه دانه,یک عدد,Bakery,نان فانتزی,373558,20000,نان بربری ماشینی با سیاه دانه	,2xg36z
نان بربری,نان بربری ماشینی پر سبوس نان بربری ماشینی پر سبوس	,نان بربری ماشینی پر سبوس,یک عدد,Bakery,نان فانتزی,373559,20000,نان بربری ماشینی پر سبوس	,2xg36z
نان بربری,نان بربری ماشینی سبوس دار نان بربری ماشینی سبوس دار	,نان بربری ماشینی سبوس دار,یک عدد,Bakery,نان فانتزی,373560,10000,نان بربری ماشینی سبوس دار	,2xg36z
نان بربری,نان بربری ماشینی  نان بربری ماشینی	,نان بربری ماشینی ,ساده، یک عدد,Bakery,نان فانتزی,373561,20000,نان بربری ماشینی	,2xg36z
نان سنگک,نان سنگک ساده,نان سنگک ساده,یک عدد,Bakery,نان فانتزی,559512,20000,نان سنگک ساده,2r638r
سایر محصولات نانوایی,هل,هل, ,Bakery,نان فانتزی,559522,50000,هل,2r638r
سایر محصولات نانوایی,زعفران,زعفران,یک مثقال,Bakery,نان فانتزی,559524,620000,زعفران,2r638r
نان سنگک,نان سنگک چند مغز ویژه,نان سنگک چند مغز ویژه,یک عدد,Bakery,نان فانتزی,559526,69000,نان سنگک چند مغز ویژه,2r638r
نان سنگک,نان سنگک کنجدی,نان سنگک کنجدی,یک عدد,Bakery,نان فانتزی,559513,29500,نان سنگک کنجدی,2r638r
نان سنگک,نان سنگک پر کنجد,نان سنگک پر کنجد,یک عدد,Bakery,نان فانتزی,559514,70000,نان سنگک پر کنجد,2r638r
